cik,name
2118274,"Larry Mathis Financial Planning, LLC"
1731061,Larson Financial Group LLC
1085601,LASALLE INVESTMENT MANAGEMENT SECURITIES LLC
1966193,"LaSalle St. Investment Advisors, LLC"
1317961,"Latash Investments, LLC"
1124841,LATHROP INVESTMENT MANAGEMENT CO
1914668,"Latigo Investments, LLC"
1843715,"Latitude Advisors, LLC"
1937769,"Latko Wealth Management, Ltd."
1710207,"Lattice Capital Management, LLC"
1860063,"Lauer Wealth, LLC"
2111628,Laura & John Arnold Foundation
2111403,"LAUREL OAK WEALTH MANAGEMENT, LLC"
1757128,Laurel Wealth Advisors LLC
1842010,Laurel Wealth Planning LLC
1390202,Laurion Capital Management LP
2082507,Laurore Ltd
1869316,Laurus Global Equity Management Inc.
1909828,"Lauterbach Financial Advisors, LLC"
1641447,Lavaca Capital LLC
2136566,LAVELLE CAPITAL LP
2109484,LAWOOD & CO
1013701,LAWSON KROEKER INVESTMENT MANAGEMENT INC/NE
1207017,LAZARD ASSET MANAGEMENT LLC
1426748,Lazard Freres Gestion S.A.S.
1986389,"LAZARI CAPITAL MANAGEMENT, INC."
2007877,LB Partners LLC
1601622,"LBJ Family Wealth Advisors, Ltd."
1536924,"LBMC INVESTMENT ADVISORS, LLC"
1970075,LBP AM SA
2080628,LCC Family Corp.
1861752,LCM Capital Management Inc
1074902,LCNB CORP
2110690,"LCW Services, LLC"
1566089,LDR Capital Management LLC
1802797,"Lead Edge Capital Management, LLC"
1967205,Leading Edge Financial Planning LLC
924181,"LEAVELL INVESTMENT MANAGEMENT, INC."
1845766,"Lebenthal Global Advisors, LLC"
1990849,LECAP ASSET MANAGEMENT LTD
2056667,LeClair Wealth Partners LLC
2060443,"LeConte Wealth Management, LLC"
1089707,LEDERER & ASSOCIATES INVESTMENT COUNSEL/CA
2064043,"Ledgewood Wealth Advisors, LLC"
1310658,Ledyard National Bank
939219,LEE DANNER & BASS INC
1391166,Lee Financial Co
1674836,"LEE JOHNSON CAPITAL MANAGEMENT, LLC"
2063827,Lee-Kelleher Wealth Management
1777817,"Leelyn Smith, LLC"
1735201,"Leeward Financial Partners, LLC"
1923173,"Leeward Investments, LLC - MA"
1957370,"Left Brain Wealth Management, LLC"
1720969,"Legacy Advisors, LLC"
2068847,"Legacy Advisory Services, LLC"
1689144,"Legacy Bridge, LLC"
1977092,"Legacy Capital Group California, Inc."
2071183,"LEGACY CAPITAL WEALTH MANAGEMENT, LLC"
1766228,"Legacy Capital Wealth Partners, LLC"
1904825,"Legacy CG, LLC"
2105396,"Legacy Edge Advisors, LLC"
1730810,"Legacy Financial Advisors, Inc."
1834011,Legacy Financial Group LLC
1965579,"LEGACY FINANCIAL GROUP, INC."
2131510,LEGACY FINANCIAL INDEPENDENT ADVISORS LLC
1723925,"Legacy Financial Strategies, LLC"
1952532,"Legacy PCG, LLC"
1352547,Legacy Private Trust Co.
2053314,"LEGACY SOLUTIONS, LLC"
1772483,Legacy Trust
2111463,"Legacy Wealth Advisors, LLC"
1846151,"Legacy Wealth Asset Management, LLC"
1488921,"Legacy Wealth Management, LLC"
2047443,"Legacy Wealth Management, LLC / MS"
2045082,"Legacy Wealth Managment, LLC/ID"
2066638,"Legacy Wealth Partners, LLC"
764068,Legal & General Group Plc
1841769,"Legal Advantage Investments, Inc."
1442641,Legato Capital Management LLC
2111719,Legend Capital Advisors LLC
1781948,"Legend Financial Advisors, Inc."
1560207,"Legion Partners Asset Management, LLC"
2006661,"Leibman Financial Services, Inc."
1710666,"Leicht Financial Planning & Wealth Management, Inc."
946629,"LEIGH BALDWIN & CO., LLC"
1631507,Leisure Capital Management
1353651,Leith Wheeler Investment Counsel Ltd.
920760,Lennar Corp /New/
1920405,"Leo H. Evart, Inc."
1912202,"Leo Wealth, LLC"
1175523,"Leonard Green & Partners, L.P."
1731447,Leonard Rickey Investment Advisors P.L.L.C.
1535950,Leonteq Securities AG
1854423,Lepercq De Neuflize Asset Management LLC
1492162,Lesa Sroufe & Co
1954832,"Leslie Global Wealth, LLC"
1725888,Lester Murray Antman dba SimplyRich
1297496,"LETKO, BROSSEAU & ASSOCIATES INC"
2078069,"LETSON INVESTMENT MANAGEMENT, INC."
1170152,"LEUTHOLD GROUP, LLC"
1871734,Level Financial Advisors
1696715,"LEVEL FOUR ADVISORY SERVICES, LLC"
2036775,Level Wealth Management LLC
1908386,"Leverty Financial Group, LLC"
1354821,"LEVIN CAPITAL STRATEGIES, L.P."
2004520,"Lewis Asset Management, LLC"
1729677,"LexAurum Advisors, LLC"
2111980,"Lexington Hill Partners, LLC"
1621157,Lexington Partners L.P.
1737871,LFA - Lugano Financial Advisors SA
1694127,"LFL Advisers, LLC"
1653202,"LGL PARTNERS, LLC"
1641992,LGT CAPITAL PARTNERS LTD.
1965191,LGT Financial Advisors LLC
1911284,LGT Fund Management Co Ltd.
1911278,LGT Group Foundation
2009224,"LHM, INC."
1905374,Liberty 77 Capital L.P.
2101909,Liberty Atlantic Advisors LLC
1533497,Liberty Mutual Group Asset Management Inc.
1807328,"LIBERTY ONE INVESTMENT MANAGEMENT, LLC"
2057655,LIBERTY SQUARE WEALTH PARTNERS LLC
1489178,"Liberty Street Advisors, Inc."
1769302,LIBERTY WEALTH MANAGEMENT LLC
1925385,LIBRA WEALTH LLC
1650150,"Lido Advisors, LLC"
2072459,Life Cycle Investment Partners Ltd
2035872,LIFE LINE WEALTH MANAGEMENT LLC
1910934,"Life Planning Partners, Inc"
2054684,"LifeGoal Investments, LLC"
1908585,"LifeGuide Financial Advisors, LLC"
2051717,"Lifelong Wealth Advisors, Inc."
1739485,"LifePlan Financial, LLC"
2045484,"LifePlan Investment Advisors, Inc."
1801373,"LifeSteps Financial, Inc."
1845675,"Lifestyle Asset Management, Inc."
2116339,Lifetime Wealth Management P.C.
2033794,"LifeWealth Investments, LLC"
1882132,"Lifeworks Advisors, LLC"
2110810,LiftPoint Family Wealth Advisors LLC
1569049,"LIGHT STREET CAPITAL MANAGEMENT, LLC"
2057556,Lighthouse Financial LLC
1068979,LIGHTHOUSE FINANCIAL SERVICES INC /ADV
1600344,"Lighthouse Investment Partners, LLC"
2042810,Lighthouse Wealth Management Inc.
2041485,Lightrock Netherlands B.V.
1702122,"LIGHTSPEED MANAGEMENT COMPANY, L.L.C."
2118318,"LightSquare Wealth Management, LLC"
316011,LILLY ENDOWMENT INC
2075597,Limestone Investment Advisors LP
1058231,LINCLUDEN MANAGEMENT LTD
872359,LINCOLN CAPITAL CORP
1633862,Lincoln Capital LLC
59558,LINCOLN NATIONAL CORP
1891185,Lind Value II ApS
1279396,Linden Advisors LP
1833819,Linden Rose Investment LLC
1965702,"Linden Thomas Advisory Services, LLC"
1484150,Lindsell Train Ltd
2093311,Lineage Point Capital LP
1797873,"Lineweaver Wealth Advisors, LLC"
1732768,Lingotto Investment Management LLP
1985479,Linonia Partnership LP
1313294,"Linscomb Wealth, Inc."
1643354,"Lion Point Capital, LP"
1800533,Lionsbridge Wealth Management LLC
2056752,"Lionshead Wealth Management, LLC"
1575662,Lionstone Capital Management LLC
1544204,Liontrust Investment Partners LLP
1570396,Lipe & Dalton
1774727,"Liquid Strategies, LLC"
1424467,"Lisanti Capital Growth, LLC"
1539639,"Little Harbor Advisors, LLC"
1748814,LITTLE HOUSE CAPITAL LLC
1042537,LITTLEJOHN & CO LLC
2031637,"LITTLEJOHN FINANCIAL SERVICES, INC."
1822262,Live Oak Investment Partners
1799877,Live Oak Private Wealth LLC
2111409,"Livet Wealth, LLC"
1547926,"Livforsakringsbolaget Skandia, Omsesidigt"
1988563,"LJI Wealth Management, LLC"
1802474,"Lloyd Advisory Services, LLC."
1847935,"Lloyd Harbor Capital Management, LLC"
2011314,LM Advisors LLC
2057190,LM Asset Management Inc.
1470944,"LMCG INVESTMENTS, LLC"
1965772,"LMG Wealth Partners, LLC"
1578621,LMR Partners LLP
1698810,Local Pensions Partnership Investment Ltd
1906539,"LOCKERMAN FINANCIAL GROUP, INC."
897599,LOCKHEED MARTIN INVESTMENT MANAGEMENT CO
1349434,"LOCUST WOOD CAPITAL ADVISERS, LLC"
1963040,LODESTAR PRIVATE ASSET MANAGEMENT LLC
1950158,Lodestone Wealth Management LLC
1598245,"Lodge Hill Capital, LLC"
60086,Loews Corp
1121330,LOGAN CAPITAL MANAGEMENT INC
1535521,"Logan Stone Capital, LLC"
1792126,Logos Global Management LP
2077907,LOM Asset Management Ltd
1535784,Lombard Odier Asset Management (Europe) Ltd
1535660,Lombard Odier Asset Management (Switzerland) SA
1491719,Lombard Odier Asset Management (USA) Corp
1767559,London & Capital Asset Management Ltd
1259887,LONDON CO OF VIRGINIA
1730467,LONE PEAK GLOBAL INVESTORS LLC
1061165,LONE PINE CAPITAL LLC
1317410,LONESTAR CAPITAL MANAGEMENT LLC
1845501,Long Corridor Asset Management Ltd
1602716,"Long Focus Capital Management, LLC"
2011177,"Long Island Wealth Management, Inc."
1905112,Long Path Partners LP
1499066,"Long Pond Capital, LP"
1620081,"Long Road Investment Counsel, LLC"
1869470,LONG WALK MANAGEMENT LP
2054122,Longaeva Partners L.P.
2045792,"Longboard Asset Management, LP"
1965552,Longbow Finance SA
1167487,LONGFELLOW INVESTMENT MANAGEMENT CO LLC
1664999,Longitude (Cayman) Ltd.
1086477,"LONGVIEW ASSET MANAGEMENT, LLC"
2076077,Longview Financial Advisors LLC
1786915,"Longview Financial Advisors, Inc."
1426092,Longview Partners (Guernsey) LTD
1990190,LongView Wealth Management
312348,LOOMIS SAYLES & CO L P
2045252,"Lord & Richards Wealth Management, LLC"
728100,"LORD, ABBETT & CO. LLC"
932974,LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA
1851362,Lorne Steinberg Wealth Management Inc.
1177206,LOS ANGELES CAPITAL MANAGEMENT LLC
2095243,"Lotus Technology Management, LP"
1597089,"Loudon Investment Management, LLC"
2053050,LOUISBOURG INVESTMENTS INC.
1537191,Louisiana State Employees Retirement System
1821168,"LOUNTZIS ASSET MANAGEMENT, LLC"
22657,LOWE BROCKENBROUGH & CO INC
1919701,"LOWERY THOMAS, LLC"
1403438,LPL Financial LLC
1801101,LPWM LLC
2023325,"LRI Investments, LLC"
1798923,"LRT Capital Management, LLC"
2111919,LRZ CAPITAL LLC
1455845,"LS Investment Advisors, LLC"
1728850,"LSP Investment Advisors, LLC"
1050470,LSV ASSET MANAGEMENT
1936987,LTG Capital LLC
1973154,LTS Liquid Investments LLC
1473033,"Lubar & Co., Inc"
1730546,"Luken Investment Analytics, LLC"
2087462,Luma Capital S.A. - SPF
1602476,"Lumbard & Kellner, LLC"
1992915,LuminArx Capital Management LP
1807270,Luminist Capital LLC
1279151,LUMINUS MANAGEMENT LLC
2036517,Luminvest Wealth Management LLC
2011652,"Lummis Asset Management, LP"
2056786,Lunate Capital Ltd
1608034,"Lunt Capital Management, Inc."
1967844,"LUTS & GREENLEIGH GROUP, INC."
1737112,Lutz Financial Services LLC
1316580,"Luxor Capital Group, LP"
1053054,LVM CAPITAL MANAGEMENT LTD/MI
1576053,"LVW Advisors, LLC"
1574408,"LVZ, Inc."
2067328,LWM ADVISORS INC
1697716,"LWM Advisory Services, LLC"
1686444,"LYELL WEALTH MANAGEMENT, LP"
2009895,"Lykos Global Management, LP"
1108965,LYNCH & ASSOCIATES/IN
1906719,"Lynch Asset Management, Inc."
2110354,"Lynch Investment Planning, LLC"
1734341,Lynrock Lake LP
2046605,LYNWOOD PRICE CAPITAL MANAGEMENT LP
2028812,Lynx Investment Advisory
1910456,Lynx1 Capital Management LP
1542302,LYRICAL ASSET MANAGEMENT LP
1927627,M & L Capital Management Ltd
1569638,"M Holdings Securities, Inc."
2026150,"M Wealth Management, LLC"
1802539,M&G PLC
36270,M&T Bank Corp
1593688,M. Kraus & Co
1842370,"M. Kulyk & Associates, LLC"
922940,"M.D. Sass, LLC"
1619532,"M.E. ALLISON & CO., INC."
1976157,M1 Capital Management LLC
1807489,M28 Capital Management LP
2014826,"M3 Advisory Group, LLC"
2109365,"M3 Wealth Management, LLC"
2056045,M37 Management LP
1511291,"M3F, Inc."
1536336,"Ma Investment Partnership, LP"
1767474,MA Private Wealth
2111003,"MAC Alpha Capital Management, LP"
2111816,"Macco Financial Group, Inc."
1843358,"Mach-1 Financial Group, LLC"
1744373,Machina Capital S.A.S.
61227,MACKAY SHIELDS LLC
919859,MACKENZIE FINANCIAL CORP
1418333,MACQUARIE GROUP LTD
1821406,"Macro Advisors, Inc."
1551727,MACROVIEW INVESTMENT MANAGEMENT LLC
1384484,MAD RIVER INVESTORS
1542284,"Madden Advisory Services, Inc."
1803566,MADDEN SECURITIES Corp
1535862,"Mader & Shannon Wealth Management, Inc."
1299351,"Madison Asset Management, LLC"
1801265,"Madison Avenue Partners, LP"
1640680,"Madison International Realty Holdings, LLC"
1993022,"Madison Park Capital Advisors, LLC"
1844424,"Madison Wealth Partners, Inc"
2135336,Madrid Financial Services
2106678,"Madrid Wealth Management, LLC"
1578370,"Madrona Financial Services, LLC"
1964563,"MADRONE ADVISORS, LLC"
1787423,"Madryn Asset Management, LP"
2129795,Madson Wealth Advisors Inc
2000390,Maestria Partners LLC
1536105,Magellan Asset Management Ltd
1907544,Magma Venture Partners General Partner Ltd.
1352851,Magnetar Financial LLC
1556278,"Magnitude Capital, LLC"
1803662,MAGNOLIA CAPITAL ADVISORS LLC
1802361,MAGNOLIA CAPITAL MANAGEMENT LTD
1618376,"MAGNOLIA GROUP, LLC"
2055130,"Magnolia Private Wealth, LLC"
1908732,"Magnolia Wealth Management, LLC"
1765216,Magnus Financial Group LLC
1040197,MAI Capital Management
2010858,Maia Wealth LLC
1760401,MAIMON WEALTH MANAGEMENT LTD.
1809416,"Main Line Retirement Advisors, LLC"
1698607,"Main Management ETF Advisors, LLC"
1862787,Main Management Fund Advisors LLC
1583092,Main Management LLC
1965796,"Main Street Group, LTD"
1513211,Main Street Research LLC
2016972,"MAINSAIL ASSET MANAGEMENT, LLC"
1961290,"Mainsail Financial Group, LLC"
1127612,MAINSTAY CAPITAL MANAGEMENT LLC /ADV
2043084,Mainstream Capital Management LLC
1729854,MainStreet Investment Advisors LLC
1070134,MAIRS & POWER INC
1730525,Maj Invest Holding A/S
1385702,MAK CAPITAL ONE LLC
1540866,Makaira Partners LLC
1359262,MAKENA CAPITAL MANAGEMENT LLC
1603001,"Malaga Cove Capital, LLC"
2049540,Mallini Complete Financial Planning LLC
1040762,MALTESE CAPITAL MANAGEMENT LLC
1764260,"Maltin Wealth Management, Inc."
1637460,Man Group plc
1633312,Man Investment Partners (US) LP
1600999,"MANAGED ASSET PORTFOLIOS, LLC"
1467902,"Manatuck Hill Partners, LLC"
1393389,Manchester Capital Management LLC
866590,MANCHESTER FINANCIAL INC
1965104,Manchester Global Management (UK) Ltd
1664324,Mandatum Life Insurance Co Ltd
1856155,MANE GLOBAL CAPITAL MANAGEMENT LP
1535392,"MANGROVE PARTNERS IM, LLC"
1904770,"Manhattan West Asset Management, LLC"
2102426,Maniro Ltd
1657428,Manitou Investment Management Ltd.
2093991,"Mann Financial Group, Inc."
62039,MANNING & NAPIER ADVISORS LLC
2095143,Manske Wealth Management
1695459,Mantle Ridge LP
928047,"MANUFACTURERS LIFE INSURANCE COMPANY, THE"
2049064,"Manuka Financial, LLC"
1313893,"Maple Capital Management, Inc."
1658363,Maple Rock Capital Partners Inc.
1512173,"MAPLELANE CAPITAL, LLC"
1419999,MAR VISTA INVESTMENT PARTNERS LLC
1279913,MARATHON ASSET MANAGEMENT LP
1861026,Marathon Asset Management Ltd
1213206,MARATHON CAPITAL MANAGEMENT
1987261,"Marathon Mission, Inc."
1353311,"Marathon Partners Equity Management, LLC"
2021711,"Marathon Strategic Advisors, LLC"
1572748,Marathon Trading Investment Management LLC
1346570,Marble Bar Asset Management LLP
1387130,"Marble Harbor Investment Counsel, LLC"
2110081,"Marble Wealth, LLC"
1782974,Marcho Partners LLP
1080493,MARCO INVESTMENT MANAGEMENT LLC
1961415,Maren Capital LLC
2010315,"Marest Capital, LLC"
1997464,Marex Group plc
2056245,Maridea Wealth Management LLC
1114702,MARIETTA INVESTMENT PARTNERS LLC
1697847,"Marietta Wealth Management, LLC"
2109834,"Marin Bay Wealth Advisors, LLC"
1096978,MARINER INVESTMENT GROUP LLC
1373442,"Mariner, LLC"
1845680,"Marino Management, LLC"
1099762,"MARINO, STRAM & ASSOCIATES LLC"
1911097,Marion Wealth Management
1890698,MARIPAU WEALTH MANAGEMENT LLC
860176,MARK ASSET MANAGEMENT LP
1607355,"MARK SHEPTOFF FINANCIAL PLANNING, LLC"
1096343,Markel Group Inc.
1767601,MARKET STREET WEALTH MANAGEMENT ADVISORS LLC
2110806,"Markin Asset Management, LP"
2073603,Markin Volterra Fund LP
1802473,"Marks Group Wealth Management, Inc"
1838660,"Marks Wealth, LLC"
1964829,"Marmo Financial Group, LLC"
1852314,Marnell Management LLC
1802091,Marotta Asset Management
1395067,"Marquette Asset Management, LLC"
2042617,"MARQUETTE ASSOCIATES, INC."
2109850,"marrick wealth, LLC"
2079098,"MARS JEWETT FINANCIAL GROUP, INC."
2056315,Marshall & Sterling Wealth Advisors Inc.
1841496,"Marshall Financial Group, LLC"
2022427,"MARSHALL INVESTMENT MANAGEMENT, LLC"
1318757,"MARSHALL WACE, LLP"
914976,MARSHFIELD ASSOCIATES
1055966,MARSICO CAPITAL MANAGEMENT LLC
2039437,Martel Wealth Advisors LLC
1008868,MARTIN & CO INC /TN/
1904126,"Martin Capital Advisors, LLP"
1731216,"Martin Capital Partners, LLC"
1511888,"Martin Investment Management, LLC"
936944,MARTINGALE ASSET MANAGEMENT L P
860645,MARVIN & PALMER ASSOCIATES INC
1795552,Maryland State Retirement & Pension System
2063074,"Mascagni Wealth Management, Inc."
1695664,Mascoma Wealth Management LLC
2074052,MASECO LLP
1917686,Mason & Associates Inc
1895045,"Mason & Associates, LLC"
1218735,MASON CAPITAL MANAGEMENT LLC
1635007,"Mason Investment Advisory Services, Inc."
1167711,"MASON STREET ADVISORS, LLC"
1678378,"Mass General Brigham, Inc"
912938,MASSACHUSETTS FINANCIAL SERVICES CO /MA/
351051,MASSACHUSETTS INSTITUTE OF TECHNOLOGY
225602,MASSACHUSETTS MUTUAL LIFE INSURANCE CO
1966011,Massachusetts Wealth Management
2037238,"Massar Capital Management, LP"
1103653,"MassMutual Private Wealth & Trust, FSB"
2056521,MASTER'S WEALTH MANAGEMENT INC.
2006397,MASTERCARD FOUNDATION ASSET MANAGEMENT CORP
2075029,MASTERINVEST Kapitalanlage GmbH
1104186,MASTERS CAPITAL MANAGEMENT LLC
1817145,"Masterton Capital Management, LP"
2052964,"MATAURO, LLC"
1527641,"MATHER GROUP, LLC."
1389223,"Mathes Company, Inc."
1668256,Matisse Capital
1016287,MATRIX ASSET ADVISORS INC/NY
1410830,"Matrix Capital Management Company, LP"
1906866,MATRIX PRIVATE CAPITAL GROUP LLC
1784277,Matrix Trust Co
1672512,Matson Money. Inc.
1803227,"MATTERN CAPITAL MANAGEMENT, LLC"
1802376,Mattern Wealth Management LLC
2110838,MATTERS CAPITAL LLC
1351431,Matthew 25 Management Corp
935359,"Matthew Goff Investment Advisor, LLC"
1028074,MATTHEWS INTERNATIONAL CAPITAL MANAGEMENT LLC
2034595,"Mattson Financial Services, LLC"
1633046,Maven Securities LTD
934639,MAVERICK CAPITAL LTD
1538449,Mawer Investment Management Ltd.
1838222,Maxi Investments CY Ltd
2052759,May Barnhard Investments LLC
2056340,"May Hill Capital, LLC"
1858699,Mayar Capital Ltd.
1801926,"Mayfair Advisory Group, LLC"
1852930,"Mayflower Financial Advisors, LLC"
1922875,"MAYPORT, LLC"
1731134,"MayTech Global Investments, LLC"
1869683,Maytree Asset Management Ltd
1708759,"Maytus Capital Management, LLC"
2009056,"MB Generational Wealth, LLC"
2065807,"MB, LEVIS & ASSOCIATES, LLC"
1848704,MBA Advisors LLC
1892378,MBB PUBLIC MARKETS I LLC
1775850,"MBE Wealth Management, LLC"
1845785,"MBL Wealth, LLC"
1762068,"MBM WEALTH CONSULTANTS, LLC"
1695490,"McAdam, LLC"
1774087,"McAlister, Sweet & Associates, Inc."
2123857,McAlvany Wealth Management LLC
1908893,"McBroom & Associates, LLC"
2036922,MCCARTER PRIVATE WEALTH SERVICES LLC
2110693,McCartney Wealth Management LLC
1842974,"McClarren Financial Advisors, Inc."
1727573,McCollum Christoferson Group LLC
1104366,MCDANIEL TERRY & CO
1033225,MCDONALD CAPITAL INVESTORS INC/CA
1331074,MCDONALD PARTNERS LLC
1912128,"McDonough Capital Management, Inc"
1886813,"McElhenny Sheffield Capital Management, LLC"
1602905,MCF Advisors LLC
1845031,"McGinn Penninger Investment Management, Inc."
1964819,"McGlone Suttner Wealth Management, Inc."
1633227,"McGowan Group Asset Management, Inc."
2054701,"McGrath & Associates, Inc."
2112006,MCGUIRE CAPITAL ADVISORS INC
1756959,"McGuire Investment Group, LLC"
2052657,"McHugh Group, LLC"
1701714,"McIlrath & Eck, LLC"
1015877,MCINTYRE FREEDMAN & FLYNN INVESTMENT ADVISERS INC
1484265,"McKinley Carter Wealth Services, Inc."
2133532,"McKinney Capital Management, LLC"
2112239,"McLaughlin Asset Management, Inc."
1833140,McLean Asset Management Corp
2056447,McMill Wealth Management
2109205,"McMillan Office, Inc."
1162695,MCMORGAN & CO LLC
1622431,"McNamara Financial Services, Inc."
1802691,"McNaughton Wealth Management, LLC"
320376,MCRAE CAPITAL MANAGEMENT INC
1801107,Meadow Creek Wealth Advisors LLC
2119283,"Meadowbrook Advisors Group, LLC"
1308290,MeadowBrook Investment Advisors LLC
2090468,"Meadowbrook Wealth Management, LLC"
701516,"MEANS INVESTMENT CO., INC."
1576704,"Measured Risk Portfolios, Inc."
1720235,"Measured Wealth Private Client Group, LLC"
1439743,Mechanics Bank Trust Department
1821336,Mechanics Financial Corp
2131139,"Medallion Wealth Advisors, LLC"
1133939,MEDIATEL PARTNERS
1777234,MEDICI CAPITAL LLC
1715579,Medicxi Ventures Management (Jersey) Ltd
1843543,"Medina Value Partners, LLC"
2022028,Mediolanum International Funds Ltd
1792167,"Meeder Advisory Services, Inc."
809443,MEEDER ASSET MANAGEMENT INC
2072353,Meiji Yasuda America Inc
1491685,Meiji Yasuda Asset Management Co Ltd.
1144492,Meiji Yasuda Life Insurance Co
1398346,MEITAV INVESTMENT HOUSE LTD
1911615,"Meixler Investment Management, Ltd."
1962465,"MELFA WEALTH MANAGEMENT, INC."
1964047,Melia Wealth LLC
1905765,"Melone Private Wealth, LLC"
1712901,Melqart Asset Management (UK) Ltd
1908587,Members Advisory Group LLC
1677560,Members Trust Co
2059574,MEMBERS WEALTH LLC
1803156,Menard Financial Group LLC
1911384,Mendel Capital Management LLC
1600585,Mendel Money Management
1177043,MENDON CAPITAL ADVISORS CORP
1964538,"Mendota Financial Group, LLC"
1609674,"Mengis Capital Management, Inc."
1911541,"Menlo Ventures Management, L.P."
1351917,MENORA MIVTACHIM HOLDINGS LTD.
2100778,"Meramec Financial Planners, LLC"
2113675,"Mercato Management Legacy, LLC"
853758,MERCER GLOBAL ADVISORS INC /ADV
310158,"Merck & Co., Inc."
2048079,"Mercuria Capital Strategies, LLC"
1956471,Meredith Wealth Planning
1736852,"Merewether Investment Management, LP"
2032629,"Meridian Financial Advisors, LLC"
1763722,Meridian Financial Partners LLC
1427351,MERIDIAN INVESTMENT COUNSEL INC.
806097,MERIDIAN MANAGEMENT CO
1768095,"Meridian Wealth Advisors, LLC"
1697300,"Meridian Wealth Management, LLC"
1781942,"Meridian Wealth Partners, LLC"
2026798,Meridiem Capital Partners LP
1621225,"Merit Financial Group, LLC"
1427119,Meritage Group LP
1990690,"Meritas Wealth Management, LLC"
1613048,Meritech Capital Associates V L.L.C.
2123943,"Merited Wealth, LLC"
2055554,"Meriwether Wealth & Planning, LLC"
1302842,Merk Investments LLC
2040317,Merkkuri Wealth Advisors LLC
1911372,"Meros Investment Management, LP"
1383782,"Merrion Investment Management Co, LLC"
2107460,Merrithew & Thorsten Inc
1469475,"Mesirow Financial Investment Management, Inc."
1864835,Metavasi Capital LP
1905106,"METEORA CAPITAL, LLC"
1594916,"Metis Global Partners, LLC"
1099219,MetLife Inc
1529735,"MetLife Investment Management, LLC"
1765388,Metropolis Capital Ltd
728618,Metropolitan Life Insurance Co/NY
45319,MEYER HANDELMAN CO
1864916,"Mezzasalma Advisors, LLC"
1688184,"MFA WEALTH ADVISORS, LLC"
1989379,MFA Wealth Services
2104888,MFF Capital Investments Ltd
2053046,"MFG WEALTH MANAGEMENT, INC."
1732811,"MFN Partners Management, LP"
1731444,MGO ONE SEVEN LLC
354201,MH & ASSOCIATES SECURITIES MANAGEMENT CORP /ADV
1277742,MHR FUND MANAGEMENT LLC
1889830,MIC Capital Management UK LLP
1599858,Michael & Susan Dell Foundation
2095497,"Michael Brady & Co., LLC"
2053733,"Michels Family Financial, LLC"
1965304,"Michelson Medical Research Foundation, Inc."
1911264,"Mid-American Wealth Advisory Group, Inc."
2042068,"MidAtlantic Capital Management, Inc."
919497,MIDDLETON & CO INC/MA
2077076,MidFirst Bank
1990058,"MIDLAND WEALTH ADVISORS, LLC"
2115416,Midway Capital Research & Management
2026480,"Midwest Capital Advisors, LLC"
1967193,Midwest Financial Group LLC
1968851,"Midwest Financial Partners Investments, Inc."
1906805,"Midwest Heritage Bank, FSB"
1730575,"Midwest Professional Planners, LTD."
2077080,Midwest Trust Co
2083276,"Midwestern Financial, LLC /IA"
1415912,Migdal Insurance & Financial Holdings Ltd.
2063452,"Milestone Asset Management Group, LLC"
1964722,"MILESTONE ASSET MANAGEMENT, LLC"
1967018,Milestone Investment Advisors LLC
1708139,Milestone Resources Group Ltd
1912095,Milestones Administradora de Recursos Ltda.
1726041,Milestones Private Investment Advisors LLC
1728825,MILFAM LLC
1775715,MILFORD FUNDS LTD
2130487,Militia Capital Management LLC
1901166,"Mill Capital Management, LLC"
1964962,"Mill Creek Capital Advisors, LLC"
1512275,Mill Road Capital Management LLC
2098560,MILLBANK DARTMOOR PORTSMOUTH LLC
1294571,Millburn Ridgefield LLC /DE/
2097025,"Millennium Capital Advisors, LLC"
1273087,MILLENNIUM MANAGEMENT LLC
2111377,"Miller Capital Partners, Inc."
2022893,Miller Financial Services LLC
2099097,"Miller Global Investments, LLC"
903947,MILLER HOWARD INVESTMENTS INC /NY
1407382,"Miller Investment Management, LP"
1135778,"Miller Value Partners, LLC"
1908158,"MILLER WEALTH ADVISORS, LLC"
1924615,"Millington Financial Advisors, LLC"
2029294,Mills Wealth Advisors LLC
2041943,"Millstone Evans Group, LLC"
1590729,Millstreet Capital Management LLC
1972750,MilWealth Group LLC
2044232,"MINDSET WEALTH MANAGEMENT, LLC"
1802994,"Mine & Arao Wealth Creation & Management, LLC."
1541536,Minerva Advisors LLC
1744318,"MinichMacGregor Wealth Management, LLC"
2052205,Mink Brook Asset Management LLC
1317253,"Minneapolis Portfolio Management Group, LLC"
1475933,Minot DeBlois Advisors LLC
1666606,Mint Tower Capital Management B.V.
1535457,"MIO PARTNERS, INC."
1869685,Mirabaud & Cie SA
2033031,Mirabaud Asset Management (France) SAS
1680493,Mirabaud Asset Management Ltd
1538853,MIRABELLA FINANCIAL SERVICES LLP
1633446,Mirador Capital Partners LP
1705339,MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.
1569395,"Mirae Asset Global Investments Co., Ltd."
890203,MIRAE ASSET SECURITIES (USA) INC.
1767812,"Miramar Capital, LLC"
1587301,Miramar Fiduciary Corp
1767843,MIROVA
1802900,Mirova US LLC
2111655,MISHPACHA HOLDINGS CORP
1801583,"Mission Creek Capital Partners, Inc."
2113810,"Mission Financial Group, LLC"
